Date,NAV,Dividend,TotalReturn
2024-02-29,0.3436,,0.358956
2024-03-01,0.3407,,0.356056
2024-03-04,0.3382,,0.353556
2024-03-05,0.3371,,0.352456
2024-03-06,0.34,,0.355356
2024-03-07,0.3388,,0.35415599999999997
2024-03-08,0.3414,,0.35675599999999996
2024-03-11,0.3397,,0.355056
2024-03-12,0.3399,,0.35525599999999996
2024-03-13,0.3385,,0.353856
2024-03-14,0.3382,,0.353556
2024-03-15,0.3363,,0.35165599999999997
2024-03-18,0.3356,,0.350956
2024-03-19,0.3345,,0.349856
2024-03-20,0.3352,,0.350556
2024-03-21,0.3406,,0.355956
2024-03-22,0.3394,,0.35475599999999996
2024-03-25,0.3383,,0.35365599999999997
2024-03-26,0.3384,,0.35375599999999996
2024-03-27,0.3396,,0.354956
2024-03-29,0.3398,,0.35515599999999997
2024-04-01,0.3403,,0.35565599999999997
2024-04-02,0.3406,,0.355956
2024-04-03,0.3388,,0.35415599999999997
2024-04-04,0.3403,,0.35565599999999997
2024-04-05,0.3401,,0.355456
2024-04-08,0.3409,,0.35625599999999996
2024-04-09,0.3426,,0.357956
2024-04-12,0.3321,,0.347456
2024-04-15,0.3285,,0.343856
2024-04-16,0.3232,,0.33855599999999997
2024-04-17,0.3201,,0.335456
2024-04-18,0.3191,,0.334456
2024-04-19,0.316,,0.331356
2024-04-22,0.318,,0.333356
2024-04-23,0.325,,0.340356
2024-04-24,0.3292,,0.344556
2024-04-25,0.3283,,0.34365599999999996
2024-04-26,0.3259,,0.341256
2024-04-29,0.3274,,0.342756
2024-04-30,0.327,,0.342356
2024-05-02,0.3246,,0.339956
2024-05-03,0.3234,,0.338756
2024-05-06,0.3271,,0.342456
2024-05-07,0.3261,,0.341456
2024-05-08,0.3265,,0.341856
2024-05-09,0.3271,,0.342456
2024-05-10,0.3294,,0.344756
2024-05-13,0.3294,,0.344756
2024-05-14,0.3284,,0.343756
2024-05-15,0.3272,,0.34255599999999997
2024-05-16,0.3331,,0.348456
2024-05-17,0.3322,,0.347556
2024-05-20,0.3325,,0.347856
2024-05-21,0.3312,,0.346556
2024-05-23,0.3282,,0.343556
2024-05-24,0.3274,,0.342756
2024-05-27,0.3258,,0.34115599999999996
2024-05-28,0.3254,,0.340756
2024-05-29,0.3252,,0.34055599999999997
2024-05-30,0.3247,,0.34005599999999997
2024-05-31,0.3232,,0.33855599999999997
2024-06-04,0.3257,,0.34105599999999997
2024-06-05,0.3279,,0.343256
2024-06-06,0.3274,,0.342756
2024-06-07,0.3257,,0.34105599999999997
2024-06-10,0.324,,0.339356
2024-06-11,0.3198,,0.33515599999999995
2024-06-12,0.3209,,0.336256
2024-06-13,0.3217,,0.33705599999999997
2024-06-14,0.3186,,0.333956
2024-06-18,0.3192,,0.33455599999999996
2024-06-19,0.3193,,0.33465599999999995
2024-06-20,0.3178,,0.333156
2024-06-21,0.3171,,0.332456
2024-06-24,0.3171,,0.332456
2024-06-25,0.3181,,0.333456
2024-06-26,0.3171,,0.332456
2024-06-27,0.3143,,0.329656
2024-06-28,0.3152,,0.33055599999999996
2024-07-01,0.315,,0.330356
2024-07-02,0.3153,,0.330656
2024-07-03,0.3163,,0.331656
2024-07-04,0.3172,,0.33255599999999996
2024-07-05,0.3155,,0.330856
2024-07-09,0.3138,,0.329156
2024-07-10,0.3151,,0.33045599999999997
2024-07-11,0.3234,,0.338756
2024-07-12,0.334,,0.349356
2024-07-15,0.3328,,0.34815599999999997
2024-07-16,0.3316,,0.346956
2024-07-17,0.3324,,0.34775599999999995
2024-07-18,0.3333,,0.34865599999999997
2024-07-19,0.3305,,0.345856
2024-07-22,0.329,,0.344356
2024-07-23,0.3287,,0.344056
2024-07-24,0.3281,,0.343456
2024-07-25,0.3236,,0.338956
2024-07-26,0.3241,,0.339456
2024-07-29,0.3256,,0.340956
2024-07-30,0.3242,,0.33955599999999997
2024-07-31,0.3247,,0.34005599999999997
2024-08-01,0.3292,,0.344556
2024-08-02,0.3252,,0.34055599999999997
2024-08-05,0.3142,,0.32955599999999996
2024-08-06,0.3151,,0.33045599999999997
2024-08-07,0.3196,,0.334956
2024-08-08,0.3175,,0.332856
2024-08-09,0.3144,,0.329756
2024-08-12,0.3159,,0.331256
2024-08-13,0.3192,,0.33455599999999996
2024-08-14,0.32,,0.335356
2024-08-15,0.3198,,0.33515599999999995
2024-08-16,0.3218,,0.33715599999999996
2024-08-19,0.3222,,0.33755599999999997
2024-08-20,0.323,,0.338356
2024-08-21,0.3253,,0.34065599999999996
2024-08-22,0.3276,,0.342956
2024-08-23,0.3291,,0.344456
2024-08-26,0.333,,0.348356
2024-08-27,0.3319,,0.34725599999999995
2024-08-28,0.3286,0.004534,0.34849
2024-08-29,0.3258,,0.34569
2024-08-30,0.3287,,0.34859
2024-09-02,0.3313,,0.35119
2024-09-03,0.3285,,0.34839000000000003
2024-09-04,0.3252,,0.34509
2024-09-05,0.3306,,0.35049
2024-09-06,0.3348,,0.35469
2024-09-09,0.3363,,0.35619
2024-09-10,0.3349,,0.35479
2024-09-11,0.3353,,0.35519
2024-09-12,0.3373,,0.35719
2024-09-13,0.337,,0.35689000000000004
2024-09-17,0.3399,,0.35979
2024-09-18,0.3358,,0.35569
2024-09-19,0.3378,,0.35769
2024-09-20,0.3304,,0.35029000000000005
2024-09-23,0.3299,,0.34979000000000005
2024-09-24,0.3279,,0.34779000000000004
2024-09-25,0.3254,,0.34529000000000004
2024-09-26,0.3294,,0.34929000000000004
2024-09-27,0.3317,,0.35159
2024-09-30,0.3281,,0.34799
2024-10-01,0.3321,,0.35199
2024-10-02,0.3339,,0.35379
2024-10-03,0.3359,,0.35579
2024-10-04,0.3329,,0.35279
2024-10-07,0.3356,,0.35549000000000003
2024-10-08,0.3311,,0.35099
2024-10-09,0.3311,,0.35099
2024-10-10,0.3309,,0.35079000000000005
2024-10-11,0.3299,,0.34979000000000005
2024-10-14,0.3302,,0.35009
2024-10-15,0.3301,,0.34999
2024-10-16,0.3285,,0.34839000000000003
2024-10-17,0.3305,,0.35039000000000003
2024-10-18,0.3318,,0.35169
2024-10-21,0.33,,0.34989000000000003
2024-10-22,0.3282,,0.34809
2024-10-23,0.327,,0.34689000000000003
2024-10-24,0.3252,,0.34509
2024-10-25,0.3228,,0.34269
2024-10-28,0.3237,,0.34359
2024-10-29,0.3227,,0.34259
2024-10-30,0.3216,,0.34149
2024-11-01,0.3203,,0.34019
2024-11-04,0.3246,,0.34449
2024-11-05,0.322,,0.34189
2024-11-06,0.3211,,0.34099
2024-11-07,0.3166,,0.33649
2024-11-08,0.3139,,0.33379000000000003
2024-11-11,0.3146,,0.33449
2024-11-12,0.316,,0.33589
2024-11-13,0.3156,,0.33549
2024-11-14,0.3169,,0.33679000000000003
2024-11-15,0.3141,,0.33399
2024-11-18,0.3147,,0.33459
2024-11-19,0.3138,,0.33369000000000004
2024-11-20,0.3124,,0.33229000000000003
2024-11-21,0.3107,,0.33059
2024-11-22,0.309,,0.32889
2024-11-25,0.3125,,0.33239
2024-11-26,0.3124,,0.33229000000000003
2024-11-27,0.3134,,0.33329000000000003
2024-11-28,0.315,,0.33489
2024-11-29,0.3136,,0.33349
2024-12-02,0.3144,,0.33429000000000003
2024-12-03,0.3153,,0.33519000000000004
2024-12-04,0.3131,,0.33299
2024-12-05,0.3115,,0.33139
2024-12-06,0.3099,,0.32979
2024-12-09,0.3102,,0.33009
2024-12-10,0.307,,0.32689
2024-12-11,0.307,,0.32689
2024-12-12,0.3062,,0.32609000000000005
2024-12-13,0.3063,,0.32619000000000004
2024-12-16,0.3049,,0.32479
2024-12-17,0.306,,0.32589
2024-12-18,0.3055,,0.32539
2024-12-19,0.3037,,0.32359000000000004
2024-12-20,0.3019,,0.32179
2024-12-23,0.3038,,0.32369000000000003
2024-12-24,0.3055,,0.32539
2024-12-26,0.3041,,0.32399
2024-12-27,0.3054,,0.32529
2024-12-30,0.3046,,0.32449
2024-12-31,0.3027,,0.32259000000000004
2025-01-02,0.3055,,0.32539
2025-01-03,0.3093,,0.32919000000000004
2025-01-06,0.3123,,0.33219000000000004
2025-01-07,0.3088,,0.32869000000000004
2025-01-08,0.3063,,0.32619000000000004
2025-01-09,0.3057,,0.32559000000000005
2025-01-10,0.3031,,0.32299
2025-01-13,0.3009,,0.32079
2025-01-14,0.3004,,0.32029
2025-01-15,0.3021,,0.32199
2025-01-16,0.3072,,0.32709
2025-01-17,0.3079,,0.32779
2025-01-20,0.3104,,0.33029000000000003
2025-01-21,0.309,,0.32889
2025-01-22,0.3032,,0.32309000000000004
2025-01-23,0.303,,0.32289
2025-01-24,0.3018,,0.32169000000000003
2025-01-27,0.2982,,0.31809000000000004
2025-01-28,0.2997,,0.31959000000000004
2025-01-31,0.3044,,0.32429
2025-02-03,0.3021,,0.32199
2025-02-04,0.3016,,0.32149
2025-02-05,0.3014,,0.32129
2025-02-06,0.3042,,0.32409000000000004
2025-02-07,0.3065,,0.32639
2025-02-10,0.307,,0.32689
2025-02-12,0.3066,,0.32649
2025-02-13,0.3061,,0.32599
2025-02-14,0.3068,,0.32669000000000004
2025-02-17,0.3088,,0.32869000000000004
2025-02-18,0.3078,,0.32769000000000004
2025-02-19,0.3061,,0.32599
2025-02-20,0.3067,,0.32659
2025-02-21,0.3064,,0.32629
2025-02-24,0.3063,,0.32619000000000004
2025-02-25,0.3071,,0.32699
2025-02-26,0.3023,0.0048,0.32699
2025-02-27,0.3028,,0.32749
2025-02-28,0.3021,,0.32678999999999997
2025-03-03,0.3039,,0.32859
2025-03-04,0.3039,,0.32859
2025-03-05,0.3058,,0.33049
2025-03-06,0.3056,,0.33029
2025-03-07,0.3034,,0.32809
2025-03-10,0.3037,,0.32839
2025-03-11,0.3052,,0.32989
2025-03-12,0.3116,,0.33629
2025-03-13,0.3139,,0.33859
2025-03-14,0.3153,,0.33999
2025-03-17,0.316,,0.34069
2025-03-19,0.314,,0.33869
2025-03-20,0.3141,,0.33879
2025-03-21,0.3138,,0.33849
2025-03-24,0.3151,,0.33979
2025-03-25,0.3164,,0.34109
2025-03-26,0.3153,,0.33999
2025-03-27,0.3147,,0.33938999999999997
2025-03-28,0.3132,,0.33788999999999997
2025-04-02,0.315,,0.33969
2025-04-03,0.3203,,0.34498999999999996
2025-04-04,0.3142,,0.33888999999999997
2025-04-07,0.2985,,0.32319
2025-04-08,0.2958,,0.32049
2025-04-09,0.2888,,0.31349
2025-04-10,0.2991,,0.32378999999999997
2025-04-11,0.295,,0.31969
2025-04-14,0.2974,,0.32209
2025-04-15,0.3022,,0.32689
2025-04-16,0.3059,,0.33059
2025-04-17,0.3076,,0.33229
2025-04-18,0.3076,,0.33229
2025-04-21,0.3066,,0.33129
2025-04-22,0.3083,,0.33299
2025-04-23,0.3123,,0.33699
2025-04-24,0.31,,0.33469
2025-04-25,0.309,,0.33369
2025-04-28,0.3096,,0.33429
2025-04-29,0.3076,,0.33229
2025-04-30,0.3102,,0.33488999999999997
2025-05-02,0.3108,,0.33549
2025-05-05,0.3075,,0.33219
2025-05-06,0.3108,,0.33549
2025-05-07,0.3133,,0.33799
2025-05-08,0.3107,,0.33538999999999997
2025-05-09,0.3144,,0.33909
2025-05-13,0.315,,0.33969
2025-05-14,0.311,,0.33569
2025-05-15,0.3079,,0.33259
2025-05-16,0.3109,,0.33559
2025-05-19,0.3099,,0.33459
2025-05-20,0.311,,0.33569
2025-05-21,0.3112,,0.33588999999999997
2025-05-22,0.3083,,0.33299
2025-05-23,0.307,,0.33169
2025-05-26,0.3074,,0.33209
2025-05-27,0.3075,,0.33219
2025-05-28,0.3074,,0.33209
2025-05-29,0.3089,,0.33359
2025-05-30,0.3114,,0.33609
2025-06-03,0.3098,,0.33449
2025-06-04,0.3102,,0.33488999999999997
2025-06-05,0.3116,,0.33629
2025-06-06,0.3122,,0.33688999999999997
2025-06-09,0.3127,,0.33738999999999997
2025-06-10,0.314,,0.33869
2025-06-11,0.3159,,0.34059
2025-06-12,0.3166,,0.34129
2025-06-13,0.3173,,0.34199
2025-06-16,0.3179,,0.34259
2025-06-17,0.3201,,0.34479
2025-06-18,0.321,,0.34569
2025-06-19,0.3203,,0.34498999999999996
2025-06-20,0.3194,,0.34409
2025-06-23,0.3231,,0.34779
2025-06-24,0.3215,,0.34619
2025-06-25,0.3229,,0.34759
2025-06-26,0.3242,,0.34889
2025-06-30,0.3242,,0.34889
2025-07-01,0.3234,,0.34809
2025-07-02,0.3287,,0.35339
2025-07-03,0.3296,,0.35429
2025-07-04,0.3272,,0.35189
2025-07-07,0.3261,,0.35079
2025-07-08,0.3222,,0.34689
2025-07-09,0.3234,,0.34809
2025-07-10,0.3237,,0.34839
2025-07-11,0.3243,,0.34898999999999997
2025-07-14,0.3258,,0.35048999999999997
2025-07-15,0.3252,,0.34989
2025-07-16,0.3256,,0.35029
2025-07-17,0.3261,,0.35079
2025-07-18,0.3271,,0.35179
2025-07-21,0.3295,,0.35419
2025-07-22,0.3305,,0.35519
2025-07-23,0.3311,,0.35579
2025-07-24,0.3297,,0.35439
2025-07-25,0.3297,,0.35439
2025-07-28,0.332,,0.35669
2025-07-29,0.332,,0.35669
2025-07-30,0.3346,,0.35929
2025-07-31,0.3313,,0.35599
2025-08-01,0.33,,0.35469
2025-08-04,0.3316,,0.35629
2025-08-05,0.3303,,0.35498999999999997
2025-08-06,0.3318,,0.35649
2025-08-07,0.3337,,0.35839
2025-08-08,0.3345,,0.35919
2025-08-11,0.3342,,0.35889
2025-08-12,0.3328,,0.35749
2025-08-13,0.3348,,0.35949
2025-08-14,0.3326,,0.35729
2025-08-15,0.3314,,0.35608999999999996
2025-08-18,0.3305,,0.35519
2025-08-19,0.3323,,0.35699
2025-08-20,0.3331,,0.35779
2025-08-21,0.3328,,0.35749
2025-08-22,0.3345,,0.35919
2025-08-25,0.3367,,0.36139
2025-08-26,0.3352,,0.35989
2025-08-27,0.3325,0.003,0.36019
2025-08-28,0.3332,,0.36089
2025-08-29,0.3348,,0.36249
2025-09-02,0.3358,,0.36349
2025-09-03,0.3339,,0.36158999999999997
2025-09-04,0.3323,,0.35999
2025-09-08,0.3387,,0.36639
2025-09-09,0.3382,,0.36589
2025-09-10,0.3397,,0.36739
2025-09-11,0.3412,,0.36889
2025-09-12,0.3422,,0.36989
2025-09-17,0.3412,,0.36889
2025-09-18,0.3387,,0.36639
2025-09-19,0.3378,,0.36549
2025-09-22,0.3365,,0.36419
2025-09-23,0.3379,,0.36558999999999997
2025-09-24,0.3365,,0.36419
2025-09-25,0.3336,,0.36129
2025-09-26,0.3341,,0.36179
2025-09-29,0.3355,,0.36319
2025-09-30,0.3359,,0.36358999999999997
2025-10-01,0.3375,,0.36519
2025-10-02,0.3395,,0.36719
2025-10-03,0.3414,,0.36909
2025-10-06,0.3404,,0.36809
2025-10-07,0.3406,,0.36829
2025-10-08,0.3402,,0.36789
2025-10-09,0.3389,,0.36658999999999997
2025-10-10,0.3388,,0.36649
2025-10-13,0.3374,,0.36508999999999997
2025-10-14,0.3376,,0.36529
2025-10-15,0.3396,,0.36729
2025-10-16,0.341,,0.36869
2025-10-17,0.3394,,0.36708999999999997
2025-10-21,0.3425,,0.37019
2025-10-22,0.3432,,0.37089
2025-10-23,0.3451,,0.37279
2025-10-24,0.3441,,0.37179
2025-10-27,0.3445,,0.37218999999999997
2025-10-28,0.3459,,0.37359
2025-10-29,0.3456,,0.37329
2025-10-30,0.3404,,0.36809
2025-10-31,0.3376,,0.36529
2025-11-03,0.3388,,0.36649
2025-11-04,0.3356,,0.36329
2025-11-05,0.3348,,0.36249
2025-11-06,0.3349,,0.36258999999999997
2025-11-07,0.3353,,0.36299
2025-11-10,0.3343,,0.36199
2025-11-11,0.3352,,0.36289
2025-11-12,0.3338,,0.36149
2025-11-13,0.333,,0.36069
2025-11-14,0.3315,,0.35919
2025-11-17,0.3319,,0.35958999999999997
2025-11-18,0.331,,0.35869
2025-11-19,0.3291,,0.35679
2025-11-20,0.3284,,0.35609
2025-11-21,0.3214,,0.34909
2025-11-24,0.325,,0.35269
2025-11-25,0.3249,,0.35259
2025-11-26,0.3262,,0.35389
2025-11-27,0.327,,0.35469
2025-11-28,0.3277,,0.35539
2025-12-01,0.3259,,0.35359
2025-12-02,0.3278,,0.35549
2025-12-03,0.3272,,0.35489
2025-12-04,0.3243,,0.35198999999999997
2025-12-05,0.3232,,0.35089
2025-12-08,0.3204,,0.34809
2025-12-09,0.3215,,0.34919
2025-12-10,0.3209,,0.34859
2025-12-11,0.3224,,0.35009
2025-12-12,0.3231,,0.35079
2025-12-15,0.322,,0.34969
2025-12-16,0.3205,,0.34819
2025-12-17,0.3203,,0.34798999999999997
2025-12-18,0.3212,,0.34889
2025-12-19,0.3219,,0.34959
2025-12-22,0.3216,,0.34929
2025-12-23,0.3222,,0.34989
2025-12-24,0.3218,,0.34948999999999997
2025-12-26,0.3226,,0.35029
2025-12-29,0.3236,,0.35129
2025-12-30,0.3225,,0.35019
2025-12-31,0.3246,,0.35229
2026-01-02,0.3246,,0.35229
2026-01-05,0.3258,,0.35348999999999997
2026-01-06,0.3243,,0.35198999999999997
2026-01-07,0.3263,,0.35398999999999997
2026-01-08,0.3256,,0.35329
2026-01-09,0.3261,,0.35379
2026-01-12,0.3269,,0.35459
2026-01-13,0.3278,,0.35549
2026-01-14,0.3271,,0.35479
2026-01-15,0.3264,,0.35409
2026-01-16,0.3272,,0.35489
2026-01-19,0.3271,,0.35479
2026-01-20,0.3295,,0.35719
2026-01-21,0.3263,,0.35398999999999997
2026-01-22,0.3265,,0.35419
2026-01-23,0.3246,,0.35229
2026-01-26,0.323,,0.35069
2026-01-27,0.3223,,0.34998999999999997
2026-01-28,0.32,,0.34769
2026-01-29,0.32,,0.34769
2026-01-30,0.3207,,0.34839
2026-02-03,0.319,,0.34669
2026-02-04,0.3189,,0.34659
2026-02-05,0.3198,,0.34748999999999997
2026-02-06,0.3193,,0.34698999999999997
2026-02-09,0.3225,,0.35019
2026-02-10,0.3228,,0.35048999999999997
2026-02-11,0.3241,,0.35179
2026-02-12,0.3212,,0.34889
2026-02-13,0.3203,,0.34798999999999997
2026-02-16,0.3212,,0.34889
2026-02-19,0.3194,,0.34709
2026-02-20,0.3196,,0.34729
2026-02-23,0.3198,,0.34748999999999997
2026-02-24,0.3203,,0.34798999999999997
2026-02-25,0.3178,0.0034999999999999996,0.34899
2026-02-26,0.3173,,0.34849
2026-02-27,0.3162,,0.34739
2026-03-02,0.3143,,0.34549
2026-03-03,0.313,,0.34419
2026-03-04,0.3082,,0.33938999999999997
2026-03-05,0.309,,0.34019
2026-03-06,0.3094,,0.34059
2026-03-09,0.3039,,0.33509
2026-03-10,0.3054,,0.33659
2026-03-11,0.3036,,0.33479
2026-03-12,0.3025,,0.33369
2026-03-13,0.3008,,0.33199
2026-03-16,0.3015,,0.33269
2026-03-17,0.3037,,0.33489
2026-03-18,0.3047,,0.33589
2026-03-19,0.3036,,0.33479
2026-03-24,0.2995,,0.33069
2026-03-25,0.3017,,0.33289
2026-03-26,0.2996,,0.33079
2026-03-27,0.3007,,0.33189
2026-03-30,0.3003,,0.33149
2026-03-31,0.3018,,0.33299
2026-04-01,0.3058,,0.33699
2026-04-02,0.3056,,0.33679
2026-04-03,0.3056,,0.33679
2026-04-06,0.3058,,0.33699
2026-04-07,0.3057,,0.33689
2026-04-08,0.3111,,0.34229
2026-04-09,0.3102,,0.34138999999999997
2026-04-10,0.3115,,0.34269
2026-04-13,0.3115,,0.34269
2026-04-14,0.3127,,0.34389
2026-04-15,0.3146,,0.34579
2026-04-16,0.3159,,0.34709
2026-04-17,0.3157,,0.34689
2026-04-20,0.3152,,0.34639
2026-04-21,0.3167,,0.34789
2026-04-22,0.3162,,0.34739
2026-04-23,0.3162,,0.34739
