Date,NAV,Dividend,TotalReturn
2023-02-22,0.5976,,0.5976
2023-02-23,0.5979,,0.5979
2023-02-24,0.5982,,0.5982
2023-02-27,0.5945,,0.5945
2023-02-28,0.5936,,0.5936
2023-03-01,0.5991,,0.5991
2023-03-02,0.594,,0.594
2023-03-03,0.6045,,0.6045
2023-03-06,0.608,,0.608
2023-03-07,0.608,,0.608
2023-03-08,0.6068,,0.6068
2023-03-09,0.6021,,0.6021
2023-03-10,0.5977,,0.5977
2023-03-13,0.5887,,0.5887
2023-03-14,0.5851,,0.5851
2023-03-15,0.5818,,0.5818
2023-03-16,0.5806,,0.5806
2023-03-17,0.5866,,0.5866
2023-03-20,0.5827,,0.5827
2023-03-21,0.5855,,0.5855
2023-03-22,0.5867,,0.5867
2023-03-23,0.5884,,0.5884
2023-03-24,0.5826,,0.5826
2023-03-27,0.584,,0.584
2023-03-28,0.5827,,0.5827
2023-03-29,0.5871,,0.5871
2023-03-30,0.5871,,0.5871
2023-03-31,0.5954,,0.5954
2023-04-03,0.5934,,0.5934
2023-04-04,0.5934,,0.5934
2023-04-05,0.5982,,0.5982
2023-04-06,0.6003,,0.6003
2023-04-07,0.6003,,0.6003
2023-04-10,0.6003,,0.6003
2023-04-11,0.6017,,0.6017
2023-04-12,0.6034,,0.6034
2023-04-13,0.6062,,0.6062
2023-04-14,0.6062,,0.6062
2023-04-17,0.6022,,0.6022
2023-04-18,0.601,,0.601
2023-04-19,0.5986,,0.5986
2023-04-20,0.5993,,0.5993
2023-04-25,0.6023,,0.6023
2023-04-26,0.6054,,0.6054
2023-04-27,0.6076,,0.6076
2023-04-28,0.6099,,0.6099
2023-05-02,0.6127,,0.6127
2023-05-03,0.613,,0.613
2023-05-05,0.6142,,0.6142
2023-05-08,0.6213,,0.6213
2023-05-09,0.6213,,0.6213
2023-05-10,0.6212,,0.6212
2023-05-11,0.621,,0.621
2023-05-12,0.622,,0.622
2023-05-15,0.624,,0.624
2023-05-16,0.6221,,0.6221
2023-05-17,0.6186,,0.6186
2023-05-18,0.6186,,0.6186
2023-05-19,0.6172,,0.6172
2023-05-22,0.6176,,0.6176
2023-05-23,0.6174,,0.6174
2023-05-24,0.6176,,0.6176
2023-05-25,0.6189,,0.6189
2023-05-26,0.625,,0.625
2023-05-29,0.625,,0.625
2023-05-30,0.6259,,0.6259
2023-05-31,0.6251,,0.6251
2023-06-01,0.6254,,0.6254
2023-06-02,0.63,,0.63
2023-06-06,0.6318,,0.6318
2023-06-07,0.6358,,0.6358
2023-06-08,0.632,,0.632
2023-06-09,0.6327,,0.6327
2023-06-12,0.6346,,0.6346
2023-06-13,0.6394,,0.6394
2023-06-14,0.642,,0.642
2023-06-15,0.6418,,0.6418
2023-06-16,0.6474,,0.6474
2023-06-19,0.6449,,0.6449
2023-06-20,0.6455,,0.6455
2023-06-21,0.645,,0.645
2023-06-22,0.6422,,0.6422
2023-06-23,0.6422,,0.6422
2023-06-26,0.6401,,0.6401
2023-06-27,0.6463,,0.6463
2023-06-28,0.6494,,0.6494
2023-06-30,0.6535,,0.6535
2023-07-03,0.6568,,0.6568
2023-07-04,0.656,,0.656
2023-07-05,0.6555,,0.6555
2023-07-06,0.6585,,0.6585
2023-07-07,0.6514,,0.6514
2023-07-10,0.6537,,0.6537
2023-07-11,0.6583,,0.6583
2023-07-12,0.6597,,0.6597
2023-07-13,0.661,,0.661
2023-07-14,0.6638,,0.6638
2023-07-17,0.6658,,0.6658
2023-07-18,0.6642,,0.6642
2023-07-20,0.6717,,0.6717
2023-07-21,0.6661,,0.6661
2023-07-24,0.665,,0.665
2023-07-25,0.6668,,0.6668
2023-07-26,0.6661,,0.6661
2023-07-27,0.6631,,0.6631
2023-07-28,0.6631,,0.6631
2023-07-31,0.6662,,0.6662
2023-08-01,0.6638,,0.6638
2023-08-02,0.6555,,0.6555
2023-08-03,0.649,,0.649
2023-08-04,0.6542,,0.6542
2023-08-07,0.6572,,0.6572
2023-08-08,0.6549,,0.6549
2023-08-09,0.6571,,0.6571
2023-08-10,0.6567,,0.6567
2023-08-11,0.6541,,0.6541
2023-08-14,0.6531,,0.6531
2023-08-15,0.6531,,0.6531
2023-08-16,0.6551,,0.6551
2023-08-17,0.6514,,0.6514
2023-08-18,0.65,,0.65
2023-08-21,0.6521,,0.6521
2023-08-22,0.6553,,0.6553
2023-08-23,0.6595,,0.6595
2023-08-24,0.6589,,0.6589
2023-08-25,0.6547,,0.6547
2023-08-28,0.6604,,0.6604
2023-08-29,0.6606,,0.6606
2023-08-30,0.6625,,0.6625
2023-09-01,0.6663,,0.6663
2023-09-04,0.6671,,0.6671
2023-09-05,0.6665,,0.6665
2023-09-06,0.6654,,0.6654
2023-09-07,0.6669,,0.6669
2023-09-08,0.6749,,0.6749
2023-09-11,0.6781,,0.6781
2023-09-12,0.6673,,0.6673
2023-09-13,0.67,,0.67
2023-09-14,0.675,,0.675
2023-09-15,0.676,,0.676
2023-09-18,0.6714,,0.6714
2023-09-19,0.6714,,0.6714
2023-09-20,0.6689,,0.6689
2023-09-21,0.6635,,0.6635
2023-09-22,0.6649,,0.6649
2023-09-25,0.6627,,0.6627
2023-09-26,0.6631,,0.6631
2023-09-27,0.6656,,0.6656
2023-09-29,0.6672,,0.6672
2023-10-02,0.6672,,0.6672
2023-10-03,0.6643,,0.6643
2023-10-04,0.6562,,0.6562
2023-10-05,0.6609,,0.6609
2023-10-06,0.6625,,0.6625
2023-10-09,0.6567,,0.6567
2023-10-10,0.6651,,0.6651
2023-10-11,0.6687,,0.6687
2023-10-12,0.6677,,0.6677
2023-10-13,0.6666,,0.6666
2023-10-16,0.6674,,0.6674
2023-10-17,0.6698,,0.6698
2023-10-18,0.6635,,0.6635
2023-10-19,0.6625,,0.6625
2023-10-20,0.6609,,0.6609
2023-10-23,0.6492,,0.6492
2023-10-25,0.6459,,0.6459
2023-10-26,0.6409,,0.6409
2023-10-27,0.6508,,0.6508
2023-10-30,0.6514,,0.6514
2023-10-31,0.648,,0.648
2023-11-01,0.648,,0.648
2023-11-02,0.6536,,0.6536
2023-11-03,0.6582,,0.6582
2023-11-06,0.6644,,0.6644
2023-11-07,0.665,,0.665
2023-11-08,0.666,,0.666
2023-11-09,0.666,,0.666
2023-11-10,0.6683,,0.6683
2023-11-14,0.6683,,0.6683
2023-11-15,0.6772,,0.6772
2023-11-16,0.6794,,0.6794
2023-11-17,0.6785,,0.6785
2023-11-20,0.6788,,0.6788
2023-11-21,0.6806,,0.6806
2023-11-22,0.6845,,0.6845
2023-11-23,0.6818,,0.6818
2023-11-24,0.6809,,0.6809
2023-11-27,0.6809,,0.6809
2023-11-28,0.6822,,0.6822
2023-11-29,0.6876,,0.6876
2023-11-30,0.693,,0.693
2023-12-01,0.6994,,0.6994
2023-12-04,0.7083,,0.7083
2023-12-05,0.7081,,0.7081
2023-12-06,0.7086,,0.7086
2023-12-07,0.7073,,0.7073
2023-12-08,0.7079,,0.7079
2023-12-11,0.7095,,0.7095
2023-12-12,0.7061,,0.7061
2023-12-13,0.7112,,0.7112
2023-12-14,0.7215,,0.7215
2023-12-15,0.729,,0.729
2023-12-18,0.7295,,0.7295
2023-12-19,0.7285,,0.7285
2023-12-20,0.7132,,0.7132
2023-12-21,0.7228,,0.7228
2023-12-22,0.7259,,0.7259
2023-12-26,0.7259,,0.7259
2023-12-27,0.7323,,0.7323
2023-12-28,0.7349,,0.7349
2023-12-29,0.735,,0.735
2024-01-02,0.7295,,0.7295
2024-01-03,0.7286,,0.7286
2024-01-04,0.7378,,0.7378
2024-01-05,0.7385,,0.7385
2024-01-08,0.7328,,0.7328
2024-01-09,0.7363,,0.7363
2024-01-10,0.7374,,0.7374
2024-01-11,0.7413,,0.7413
2024-01-12,0.7474,,0.7474
2024-01-15,0.7524,,0.7524
2024-01-16,0.7474,,0.7474
2024-01-17,0.7399,,0.7399
2024-01-18,0.7399,,0.7399
2024-01-19,0.7501,,0.7501
2024-01-22,0.7499,,0.7499
2024-01-23,0.7353,,0.7353
2024-01-24,0.7462,,0.7462
2024-01-26,0.7462,,0.7462
2024-01-29,0.7537,,0.7537
2024-01-30,0.7468,,0.7468
2024-01-31,0.7587,,0.7587
2024-02-02,0.7601,,0.7601
2024-02-05,0.7538,,0.7538
2024-02-06,0.7602,,0.7602
2024-02-07,0.7625,,0.7625
2024-02-08,0.7597,,0.7597
2024-02-09,0.7579,,0.7579
2024-02-13,0.7546,,0.7546
2024-02-14,0.758,,0.758
2024-02-15,0.7625,,0.7625
2024-02-16,0.7651,,0.7651
2024-02-19,0.7683,,0.7683
2024-02-20,0.7682,,0.7682
2024-02-21,0.7644,,0.7644
2024-02-22,0.7706,,0.7706
2024-02-23,0.7701,,0.7701
2024-02-26,0.7683,,0.7683
2024-02-27,0.7703,,0.7703
2024-02-28,0.7598,,0.7598
2024-02-29,0.7655,,0.7655
2024-03-01,0.773,,0.773
2024-03-04,0.7753,,0.7753
2024-03-05,0.7716,,0.7716
2024-03-06,0.7727,,0.7727
2024-03-07,0.7726,,0.7726
2024-03-08,0.7726,,0.7726
2024-03-11,0.7678,,0.7678
2024-03-12,0.7624,,0.7624
2024-03-13,0.7408,,0.7408
2024-03-14,0.7549,,0.7549
2024-03-15,0.7472,,0.7472
2024-03-18,0.7517,,0.7517
2024-03-19,0.7412,,0.7412
2024-03-20,0.7452,,0.7452
2024-03-21,0.7542,,0.7542
2024-03-22,0.7558,,0.7558
2024-03-25,0.7558,,0.7558
2024-03-26,0.7557,,0.7557
2024-03-27,0.7598,,0.7598
2024-03-29,0.7598,,0.7598
2024-04-01,0.7598,,0.7598
2024-04-02,0.7721,,0.7721
2024-04-03,0.7719,,0.7719
2024-04-04,0.7725,,0.7725
2024-04-05,0.7757,,0.7757
2024-04-08,0.7792,,0.7792
2024-04-09,0.7758,,0.7758
2024-04-12,0.7778,,0.7778
2024-04-15,0.7685,,0.7685
2024-04-16,0.7672,,0.7672
2024-04-17,0.7672,,0.7672
2024-04-18,0.7672,,0.7672
2024-04-19,0.7708,,0.7708
2024-04-22,0.7769,,0.7769
2024-04-23,0.7793,,0.7793
2024-04-24,0.782,,0.782
2024-04-25,0.7849,,0.7849
2024-04-26,0.7831,,0.7831
2024-04-29,0.7868,,0.7868
2024-04-30,0.789,,0.789
2024-05-02,0.7918,,0.7918
2024-05-03,0.7871,,0.7871
2024-05-06,0.7838,,0.7838
2024-05-07,0.7772,,0.7772
2024-05-08,0.7809,,0.7809
2024-05-09,0.7809,,0.7809
2024-05-10,0.7739,,0.7739
2024-05-13,0.7757,,0.7757
2024-05-14,0.7805,,0.7805
2024-05-15,0.7841,,0.7841
2024-05-16,0.7919,,0.7919
2024-05-17,0.7978,,0.7978
2024-05-20,0.7978,,0.7978
2024-05-21,0.7943,,0.7943
2024-05-23,0.806,,0.806
2024-05-24,0.8055,,0.8055
2024-05-27,0.8047,,0.8047
2024-05-28,0.8001,,0.8001
2024-05-29,0.7942,,0.7942
2024-05-30,0.7898,,0.7898
2024-05-31,0.7917,,0.7917
2024-06-04,0.765,,0.765
2024-06-05,0.7993,,0.7993
2024-06-06,0.8052,,0.8052
2024-06-07,0.8195,,0.8195
2024-06-10,0.82,,0.82
2024-06-11,0.8195,,0.8195
2024-06-12,0.8241,,0.8241
2024-06-13,0.8282,,0.8282
2024-06-14,0.8322,,0.8322
2024-06-18,0.8371,,0.8371
2024-06-19,0.8357,,0.8357
2024-06-20,0.8344,,0.8344
2024-06-21,0.8328,,0.8328
2024-06-24,0.835,,0.835
2024-06-25,0.8422,,0.8422
2024-06-26,0.8443,,0.8443
2024-06-27,0.8479,,0.8479
2024-06-28,0.8438,,0.8438
2024-07-01,0.85,,0.85
2024-07-02,0.8455,,0.8455
2024-07-03,0.8517,,0.8517
2024-07-04,0.8518,,0.8518
2024-07-05,0.8528,,0.8528
2024-07-09,0.8539,,0.8539
2024-07-10,0.8482,,0.8482
2024-07-11,0.8467,,0.8467
