Date,NAV,Dividend,TotalReturn,TotalReturnMethod
2025-01-08,0.6901,0.0,0.8056785066294488,reinvested_dividend_index_v1
2025-01-09,0.6862,0.0,0.8011253314724356,reinvested_dividend_index_v1
2025-01-10,0.6789,0.0,0.7926027215631543,reinvested_dividend_index_v1
2025-01-13,0.66,0.0,0.7705373342637823,reinvested_dividend_index_v1
2025-01-14,0.6666,0.0,0.7782427076064201,reinvested_dividend_index_v1
2025-01-15,0.668,0.0,0.779877180739707,reinvested_dividend_index_v1
2025-01-16,0.673,0.0,0.7857145847871599,reinvested_dividend_index_v1
2025-01-17,0.6648,0.0,0.7761412421493371,reinvested_dividend_index_v1
2025-01-20,0.6696,0.0,0.7817451500348919,reinvested_dividend_index_v1
2025-01-21,0.657,0.0,0.7670348918353106,reinvested_dividend_index_v1
2025-01-22,0.6583,0.0,0.7685526168876483,reinvested_dividend_index_v1
2025-01-23,0.6643,0.0,0.7755575017445918,reinvested_dividend_index_v1
2025-01-24,0.6582,0.0,0.7684358688066993,reinvested_dividend_index_v1
2025-01-27,0.645,0.0,0.7530251221214237,reinvested_dividend_index_v1
2025-01-28,0.6486,0.0,0.7572280530355897,reinvested_dividend_index_v1
2025-01-31,0.6644,0.0,0.7756742498255409,reinvested_dividend_index_v1
2025-02-03,0.6603,0.0,0.7708875785066295,reinvested_dividend_index_v1
2025-02-04,0.671,0.0,0.7833796231681788,reinvested_dividend_index_v1
2025-02-05,0.6682,0.0,0.7801106769016051,reinvested_dividend_index_v1
2025-02-06,0.6649,0.0,0.7762579902302862,reinvested_dividend_index_v1
2025-02-07,0.6644,0.0,0.7756742498255409,reinvested_dividend_index_v1
2025-02-10,0.6554,0.0,0.7651669225401256,reinvested_dividend_index_v1
2025-02-12,0.648,0.0,0.7565275645498954,reinvested_dividend_index_v1
2025-02-13,0.6477,0.0,0.7561773203070483,reinvested_dividend_index_v1
2025-02-14,0.64,0.0,0.7471877180739708,reinvested_dividend_index_v1
2025-02-17,0.6394,0.0,0.7464872295882764,reinvested_dividend_index_v1
2025-02-18,0.6388,0.0,0.7457867411025821,reinvested_dividend_index_v1
2025-02-19,0.6388,0.0,0.7457867411025821,reinvested_dividend_index_v1
2025-02-20,0.648,0.0,0.7565275645498954,reinvested_dividend_index_v1
2025-02-21,0.6419,0.0,0.7494059316120029,reinvested_dividend_index_v1
2025-02-24,0.6361,0.0,0.7426345429169575,reinvested_dividend_index_v1
2025-02-25,0.6348,0.0,0.7411168178646198,reinvested_dividend_index_v1
2025-02-26,0.6348,0.0,0.7411168178646198,reinvested_dividend_index_v1
2025-02-27,0.6293,0.0,0.7346956734124215,reinvested_dividend_index_v1
2025-02-28,0.616,0.0,0.7191681786461969,reinvested_dividend_index_v1
2025-03-03,0.6193,0.0,0.7230208653175157,reinvested_dividend_index_v1
2025-03-04,0.6207,0.0,0.7246553384508027,reinvested_dividend_index_v1
2025-03-05,0.6298,0.0,0.7352794138171669,reinvested_dividend_index_v1
2025-03-06,0.6328,0.0,0.7387818562456386,reinvested_dividend_index_v1
2025-03-07,0.6329,0.0,0.7388986043265877,reinvested_dividend_index_v1
2025-03-10,0.6246,0.0,0.7292085136078159,reinvested_dividend_index_v1
2025-03-11,0.6282,0.0,0.7334114445219819,reinvested_dividend_index_v1
2025-03-12,0.6276,0.0,0.7327109560362877,reinvested_dividend_index_v1
2025-03-13,0.6264,0.0,0.7313099790648988,reinvested_dividend_index_v1
2025-03-14,0.6264,0.0,0.7313099790648988,reinvested_dividend_index_v1
2025-03-17,0.6325,0.0,0.7384316120027914,reinvested_dividend_index_v1
2025-03-19,0.6509,0.0,0.7599132588974181,reinvested_dividend_index_v1
2025-03-20,0.6546,0.0,0.7642329378925332,reinvested_dividend_index_v1
2025-03-21,0.6638,0.0,0.7749737613398465,reinvested_dividend_index_v1
2025-03-24,0.6712,0.0,0.7836131193300768,reinvested_dividend_index_v1
2025-03-25,0.6671,0.0,0.7788264480111655,reinvested_dividend_index_v1
2025-03-26,0.6616,0.0,0.7724053035589672,reinvested_dividend_index_v1
2025-03-27,0.6661,0.0,0.7776589672016749,reinvested_dividend_index_v1
2025-03-28,0.6654,0.0,0.7768417306350315,reinvested_dividend_index_v1
2025-04-02,0.6626,0.0,0.7735727843684578,reinvested_dividend_index_v1
2025-04-03,0.6605,0.0,0.7711210746685276,reinvested_dividend_index_v1
2025-04-04,0.6517,0.0,0.7608472435450104,reinvested_dividend_index_v1
2025-04-07,0.6299,0.0,0.735396161898116,reinvested_dividend_index_v1
2025-04-08,0.6401,0.0,0.7473044661549199,reinvested_dividend_index_v1
2025-04-09,0.6308,0.0,0.7364468946266575,reinvested_dividend_index_v1
2025-04-10,0.6308,0.0,0.7364468946266575,reinvested_dividend_index_v1
